,Time,Sha,User,Message
0,1461983616.0,c30063c58d77f99e85de0536eb30e0e6dd11541e,Person 1,anonimity done
1,1461979333.0,73d808dcef74d83dfdd840e100aae1c6f96bcddc,Person 1,Data Fetched
2,1461978794.0,a3e263478481a2cfbfd4f30a0518ccbf32f8fa5f,Person 1,Raw Data Fetch Done
3,1461976074.0,30b23083799d4204472cbc65d8a5117a15506551,Person 1,Added Data Collection Instructions
4,1461097333.0,50a215b73f9ad0ae5ebc63867fb17c8f1450a8a9,Person 1,Talk Update
5,1461092549.0,40e73000c75bd47b4c3ee4d007e268d269bdc1b5,Person 1,Talk Updated
6,1461086383.0,cccdae874468b47a7ac640e46e0e103b83a712d4,Person 1,Talk Link Added
7,1461086156.0,08af1749c959d64da56f2570d410ec20961a3a1d,Person 1,Talk Updated
8,1461039370.0,fd9eec1af27b118e821850d9ab20b1a53c9af99a,Person 1,Talk Updated
9,1460696823.0,c2d8ff129fce2782242e1cba2a081ea475952461,Person 1,Project 2 Gitable Update
10,1460696203.0,a9786679db3e46ab3a3eca032e8f5ade39660bb9,Person 1,Project 2 Gitable Update
11,1460239364.0,c6c11d84e86efc3a70029d6e66a56b6bafaf2836,Person 1,Init Gitable Modified Scrip
12,1460092815.0,2738c23da3d7f8f9b66886015bc09d98d43940a6,Person 1,Merge branch 'master' of https://github.com/ankitkumar93/csc510-se-project
13,1460092801.0,a01bc8ef1c529abb2326afc292f9cfdc59f3ead7,Person 1,Added Blank Talk
14,1460089147.0,604c7d3794634d402d3d0be3b92487041fb2b2a1,Person 1,Update Solution Merged Links
15,1460089074.0,8ac5e086599b1ac81f0a3cab9a94f72a56fa0c09,Person 1,Restructured Code Base
16,1460089031.0,398639a60e0c49ecbf900cf5ea21183b747a426c,Person 1,Merge Done
17,1460088985.0,35b62f34764ac0f3f64f0a6e11c56916c11c510d,Person 1,Merging
18,1460088905.0,9540d5376cba3b614d081f219e7fc6253c3fd9fc,Person 1,Merging Solution 2Merge branch 'solution2'
19,1460088885.0,5a936d48912335dd7ccc8eb405ec544777686437,Person 1,Merging
20,1460088822.0,716c20fcc5af0fa098408a704d3571cf5882ba88,Person 1,Merge branch 'solution1'Adding solution 1
21,1460088802.0,c27568b937d6a666b69b244a09d67c2159f1749f,Person 1,Added master data
22,1460088042.0,1307096b6bfe1115286cbacb871b8d39f57d2f53,Person 1,Merge branch 'master' of https://github.com/ankitkumar93/csc510-se-project
23,1460087997.0,6f1b8a71dd28991e6b5c14c1951f6c37617e18ce,Person 1,Report Updated
24,1460087656.0,fbab0416423db6467634d6b4ef9db44cc93c2347,Person 1,Graphs Added to Report
25,1460087256.0,534ca0f7ec70bece442d9ee3040a60f1529cc25e,Person 1,Update README.md
26,1460087118.0,f1fb93cef1866fa476218fb80c28e04705f8f23b,Person 1,April Report Added
27,1460070863.0,ce9933fffd37f167e4c2e70656b97cdbd395dc2c,Person 1,Tel Fix
28,1460070744.0,c50a322095775bc4861963cb711138f4f8604573,Person 1,T fix
29,1460070635.0,368a1372d08f488682baf99c737b9d27154711cb,Person 1,T Fix
30,1460070470.0,8809cc4b4f31aa6e1cbf3d112b130310d13d8179,Person 1,Fix
31,1460070390.0,84ae3ca3fe6f75493c6c7418d5d2fa0de9bbfd39,Person 1,Added Telemetry
32,1460069775.0,6d76f166e063518b25b937f9cd3e68cfc133c28f,Person 1,Added Telemetry
33,1460068535.0,6cdc7efc2690c20b62fc7dc33b796e51b57635f5,Person 1,Added Answer Fetch
34,1460057852.0,3a6b355be34e3052d0d665be5559a3c24e31986d,Person 1,Fixed Structure
35,1460057770.0,e450f98b9af686d0d3eca44fb5f57782a927910c,Person 1,Plugin Updated
36,1460057736.0,090991cfa03b16e828f196ccdf671f20fbbf3ebb,Person 1,Updated Plugin
37,1460057690.0,3649ae8940477512fdebd6817baac3575dea80a0,Person 1,Updated Plugin
